,stakes,offer,accept,year,stakes_1,stakes_2,stakes_3,stakes_4,percent_offer,wealth,moneyoffer,SR,C,IN,DaysW
0,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
1,200,5,1,2008,0,1,0,0,0.025,1,,0,0,1,0.05
2,20,2,0,2008,1,0,0,0,0.1,1,,0,0,1,0.02
3,200,5,0,2008,0,1,0,0,0.025,1,,0,0,1,0.05
4,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
5,200,40,0,2008,0,1,0,0,0.2,1,,0,0,1,0.4
6,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
7,200,1,0,2008,0,1,0,0,0.005,0,,0,0,1,0.01
8,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
9,20,16,1,2008,1,0,0,0,0.8,1,,0,0,1,0.16
10,20,2,1,2008,1,0,0,0,0.1,1,,0,0,1,0.02
11,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
12,200,20,0,2008,0,1,0,0,0.1,1,,0,0,1,0.2
13,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
14,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
15,200,20,1,2008,0,1,0,0,0.1,1,,0,0,1,0.2
16,200,10,1,2008,0,1,0,0,0.05,0,,0,0,1,0.1
17,2000,1900,1,2008,0,0,1,0,0.95,0,,0,0,1,19
18,2000,100,1,2008,0,0,1,0,0.05,0,,0,0,1,1
19,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
20,2000,120,0,2008,0,0,1,0,0.06,0,,0,0,1,1.2
21,200,60,0,2008,0,1,0,0,0.3,0,,0,0,1,0.6
22,20,5,0,2008,1,0,0,0,0.25,0,,0,0,1,0.05
23,20,2,1,2008,1,0,0,0,0.1,0,,0,0,1,0.02
24,200,20,1,2008,0,1,0,0,0.1,0,,0,0,1,0.2
25,200,1,0,2008,0,1,0,0,0.005,0,,0,0,1,0.01
26,200,5,0,2008,0,1,0,0,0.025,0,,0,0,1,0.05
27,20,5,0,2008,1,0,0,0,0.25,0,,0,0,1,0.05
28,200,5,1,2008,0,1,0,0,0.025,0,,0,0,1,0.05
29,20,3,0,2008,1,0,0,0,0.15,0,,0,0,1,0.03
30,20,5,0,2008,1,0,0,0,0.25,0,,0,0,1,0.05
31,200,50,0,2008,0,1,0,0,0.25,0,,0,0,1,0.5
32,20,2,0,2008,1,0,0,0,0.1,0,,0,0,1,0.02
33,200,10,1,2008,0,1,0,0,0.05,1,,0,0,1,0.1
34,200,150,1,2008,0,1,0,0,0.75,1,,0,0,1,1.5
35,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
36,2000,250,1,2008,0,0,1,0,0.125,1,,0,0,1,2.5
37,20,6,1,2008,1,0,0,0,0.3,1,,0,0,1,0.06
38,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
39,200,20,0,2008,0,1,0,0,0.1,1,,0,0,1,0.2
40,2000,10,0,2008,0,0,1,0,0.005,1,,0,0,1,0.1
41,200,30,1,2008,0,1,0,0,0.15,1,,0,0,1,0.3
42,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
43,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
44,200,90,1,2008,0,1,0,0,0.45,1,,0,0,1,0.9
45,20,2,1,2008,1,0,0,0,0.1,1,,0,0,1,0.02
46,2000,300,0,2008,0,0,1,0,0.15,0,,0,0,1,3
47,20,2,0,2008,1,0,0,0,0.1,1,,0,0,1,0.02
48,20,2,0,2008,1,0,0,0,0.1,1,,0,0,1,0.02
49,2000,50,0,2008,0,0,1,0,0.025,1,,0,0,1,0.5
50,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
51,20,1,1,2008,1,0,0,0,0.05,1,,0,0,1,0.01
52,200,20,1,2008,0,1,0,0,0.1,0,,0,0,1,0.2
53,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
54,2000,100,1,2008,0,0,1,0,0.05,1,,0,0,1,1
55,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
56,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
57,2000,50,0,2008,0,0,1,0,0.025,1,,0,0,1,0.5
58,200,100,1,2008,0,1,0,0,0.5,1,,0,0,1,1
59,200,50,0,2008,0,1,0,0,0.25,0,,0,0,1,0.5
60,200,2,0,2008,0,1,0,0,0.01,1,,0,0,1,0.02
61,2000,50,1,2008,0,0,1,0,0.025,1,,0,0,1,0.5
62,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
63,2000,550,1,2008,0,0,1,0,0.275,1,,0,0,1,5.5
64,200,10,1,2008,0,1,0,0,0.05,0,,0,0,1,0.1
65,20,1,1,2008,1,0,0,0,0.05,1,,0,0,1,0.01
66,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
67,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
68,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
69,20,2,1,2008,1,0,0,0,0.1,1,,0,0,1,0.02
70,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
71,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
72,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
73,200,10,0,2008,0,1,0,0,0.05,0,,0,0,1,0.1
74,2000,500,1,2008,0,0,1,0,0.25,0,,0,0,1,5
75,200,50,0,2008,0,1,0,0,0.25,0,,0,0,1,0.5
76,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
77,2000,250,1,2008,0,0,1,0,0.125,0,,0,0,1,2.5
78,2000,100,1,2008,0,0,1,0,0.05,0,,0,0,1,1
79,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
80,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
81,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
82,2000,500,1,2008,0,0,1,0,0.25,0,,0,0,1,5
83,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
84,2000,50,0,2008,0,0,1,0,0.025,0,,0,0,1,0.5
85,200,50,0,2008,0,1,0,0,0.25,0,,0,0,1,0.5
86,20,10,1,2008,1,0,0,0,0.5,0,,0,0,1,0.1
87,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
88,200,2,1,2008,0,1,0,0,0.01,1,,0,0,1,0.02
89,200,5,0,2008,0,1,0,0,0.025,1,,0,0,1,0.05
90,2000,300,1,2008,0,0,1,0,0.15,1,,0,0,1,3
91,2000,200,1,2008,0,0,1,0,0.1,1,,0,0,1,2
92,2000,1000,1,2008,0,0,1,0,0.5,1,,0,0,1,10
93,2000,1000,1,2008,0,0,1,0,0.5,1,,0,0,1,10
94,200,10,0,2008,0,1,0,0,0.05,1,,0,0,1,0.1
95,2000,100,1,2008,0,0,1,0,0.05,1,,0,0,1,1
96,20,1,1,2008,1,0,0,0,0.05,1,,0,0,1,0.01
97,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
98,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
99,200,100,1,2008,0,1,0,0,0.5,0,,0,0,1,1
100,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
101,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
102,200,60,1,2008,0,1,0,0,0.3,1,,0,0,1,0.6
103,20,15,1,2008,1,0,0,0,0.75,1,,0,0,1,0.15
104,200,20,1,2008,0,1,0,0,0.1,1,,0,0,1,0.2
105,200,10,1,2008,0,1,0,0,0.05,1,,0,0,1,0.1
106,200,20,1,2008,0,1,0,0,0.1,1,,0,0,1,0.2
107,2000,10,1,2008,0,0,1,0,0.005,1,,0,0,1,0.1
108,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
109,2000,2,1,2008,0,0,1,0,0.001,0,,0,0,1,0.02
110,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
111,20,15,1,2008,1,0,0,0,0.75,1,,0,0,1,0.15
112,2000,500,0,2008,0,0,1,0,0.25,1,,0,0,1,5
113,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
114,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
115,200,20,1,2008,0,1,0,0,0.1,1,,0,0,1,0.2
116,20,1,1,2008,1,0,0,0,0.05,1,,0,0,1,0.01
117,20,10,1,2008,1,0,0,0,0.5,1,,0,0,1,0.1
118,200,20,1,2008,0,1,0,0,0.1,1,,0,0,1,0.2
119,2000,500,1,2008,0,0,1,0,0.25,0,,0,0,1,5
120,2000,500,1,2008,0,0,1,0,0.25,0,,0,0,1,5
121,2000,400,0,2008,0,0,1,0,0.2,0,,0,0,1,4
122,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
123,2000,150,1,2008,0,0,1,0,0.075,1,,0,0,1,1.5
124,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
125,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
126,200,60,1,2008,0,1,0,0,0.3,1,,0,0,1,0.6
127,20,10,1,2008,1,0,0,0,0.5,1,,0,0,1,0.1
128,20,2,1,2008,1,0,0,0,0.1,1,,0,0,1,0.02
129,200,50,0,2008,0,1,0,0,0.25,1,,0,0,1,0.5
130,2000,100,1,2008,0,0,1,0,0.05,0,,0,0,1,1
131,200,50,0,2008,0,1,0,0,0.25,1,,0,0,1,0.5
132,20,5,0,2008,1,0,0,0,0.25,0,,0,0,1,0.05
133,20,6,0,2008,1,0,0,0,0.3,0,,0,0,1,0.06
134,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
135,20,8,0,2008,1,0,0,0,0.4,0,,0,0,1,0.08
136,2000,250,1,2008,0,0,1,0,0.125,0,,0,0,1,2.5
137,2000,100,0,2008,0,0,1,0,0.05,0,,0,0,1,1
138,2000,500,1,2008,0,0,1,0,0.25,0,,0,0,1,5
139,200,25,0,2008,0,1,0,0,0.125,0,,0,0,1,0.25
140,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
141,200,50,0,2008,0,1,0,0,0.25,0,,0,0,1,0.5
142,20,5,0,2008,1,0,0,0,0.25,0,,0,0,1,0.05
143,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
144,2000,500,0,2008,0,0,1,0,0.25,0,,0,0,1,5
145,200,40,1,2008,0,1,0,0,0.2,0,,0,0,1,0.4
146,2000,200,0,2008,0,0,1,0,0.1,0,,0,0,1,2
147,200,50,0,2008,0,1,0,0,0.25,0,,0,0,1,0.5
148,200,10,0,2008,0,1,0,0,0.05,1,,0,0,1,0.1
149,20,8,0,2008,1,0,0,0,0.4,1,,0,0,1,0.08
150,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
151,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
152,20,3,0,2008,1,0,0,0,0.15,1,,0,0,1,0.03
153,200,70,0,2008,0,1,0,0,0.35,1,,0,0,1,0.7
154,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
155,2000,300,1,2008,0,0,1,0,0.15,1,,0,0,1,3
156,2000,200,0,2008,0,0,1,0,0.1,1,,0,0,1,2
157,20,10,1,2008,1,0,0,0,0.5,1,,0,0,1,0.1
158,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
159,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
160,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
161,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
162,200,30,0,2008,0,1,0,0,0.15,1,,0,0,1,0.3
163,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
164,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
165,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
166,20,5,0,2008,1,0,0,0,0.25,0,,0,0,1,0.05
167,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
168,200,50,0,2008,0,1,0,0,0.25,1,,0,0,1,0.5
169,2000,500,1,2008,0,0,1,0,0.25,1,,0,0,1,5
170,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
171,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
172,200,40,1,2008,0,1,0,0,0.2,1,,0,0,1,0.4
173,200,80,1,2008,0,1,0,0,0.4,1,,0,0,1,0.8
174,20,6,1,2008,1,0,0,0,0.3,1,,0,0,1,0.06
175,200,50,0,2008,0,1,0,0,0.25,1,,0,0,1,0.5
176,2000,200,0,2008,0,0,1,0,0.1,1,,0,0,1,2
177,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
178,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
179,200,40,1,2008,0,1,0,0,0.2,1,,0,0,1,0.4
180,200,40,1,2008,0,1,0,0,0.2,1,,0,0,1,0.4
181,200,40,0,2008,0,1,0,0,0.2,1,,0,0,1,0.4
182,200,30,0,2008,0,1,0,0,0.15,1,,0,0,1,0.3
183,2000,50,1,2008,0,0,1,0,0.025,1,,0,0,1,0.5
184,20,10,0,2008,1,0,0,0,0.5,1,,0,0,1,0.1
185,200,20,0,2008,0,1,0,0,0.1,1,,0,0,1,0.2
186,2000,50,0,2008,0,0,1,0,0.025,1,,0,0,1,0.5
187,20,2,1,2008,1,0,0,0,0.1,0,,0,0,1,0.02
188,2000,50,1,2008,0,0,1,0,0.025,0,,0,0,1,0.5
189,2000,500,0,2008,0,0,1,0,0.25,0,,0,0,1,5
190,200,80,1,2008,0,1,0,0,0.4,0,,0,0,1,0.8
191,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
192,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
193,200,50,1,2008,0,1,0,0,0.25,0,,0,0,1,0.5
194,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
195,200,20,1,2008,0,1,0,0,0.1,0,,0,0,1,0.2
196,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
197,20,2,0,2008,1,0,0,0,0.1,0,,0,0,1,0.02
198,200,1,0,2008,0,1,0,0,0.005,0,,0,0,1,0.01
199,2000,50,0,2008,0,0,1,0,0.025,0,,0,0,1,0.5
200,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
201,200,50,0,2008,0,1,0,0,0.25,0,,0,0,1,0.5
202,2000,100,1,2008,0,0,1,0,0.05,0,,0,0,1,1
203,20,5,1,2008,1,0,0,0,0.25,0,,0,0,1,0.05
204,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
205,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
206,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
207,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
208,20,5,0,2008,1,0,0,0,0.25,0,,0,0,1,0.05
209,2000,600,0,2008,0,0,1,0,0.3,1,,0,0,1,6
210,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
211,2000,150,1,2008,0,0,1,0,0.075,0,,0,0,1,1.5
212,200,50,0,2008,0,1,0,0,0.25,1,,0,0,1,0.5
213,200,60,0,2008,0,1,0,0,0.3,1,,0,0,1,0.6
214,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
215,20,2,0,2008,1,0,0,0,0.1,1,,0,0,1,0.02
216,20,5,0,2008,1,0,0,0,0.25,0,,0,0,1,0.05
217,20,2,1,2008,1,0,0,0,0.1,1,,0,0,1,0.02
218,200,50,0,2008,0,1,0,0,0.25,1,,0,0,1,0.5
219,2000,50,0,2008,0,0,1,0,0.025,1,,0,0,1,0.5
220,20,5,1,2008,1,0,0,0,0.25,1,,0,0,1,0.05
221,20,8,0,2008,1,0,0,0,0.4,1,,0,0,1,0.08
222,200,20,0,2008,0,1,0,0,0.1,1,,0,0,1,0.2
223,200,40,0,2008,0,1,0,0,0.2,1,,0,0,1,0.4
224,200,50,0,2008,0,1,0,0,0.25,1,,0,0,1,0.5
225,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
226,2000,30,0,2008,0,0,1,0,0.015,1,,0,0,1,0.3
227,200,50,1,2008,0,1,0,0,0.25,1,,0,0,1,0.5
228,20,5,0,2008,1,0,0,0,0.25,1,,0,0,1,0.05
229,20,1,0,2007,1,0,0,0,0.05,1,,0,0,1,0.01
230,20,1,0,2007,1,0,0,0,0.05,1,,0,0,1,0.01
231,20,1,1,2007,1,0,0,0,0.05,1,,0,0,1,0.01
232,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
233,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
234,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
235,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
236,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
237,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
238,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
239,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
240,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
241,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
242,20,3,0,2007,1,0,0,0,0.15,1,,0,0,1,0.03
243,20,3,1,2007,1,0,0,0,0.15,1,,0,0,1,0.03
244,20,4,1,2007,1,0,0,0,0.2,1,,0,0,1,0.04
245,20,4,1,2007,1,0,0,0,0.2,1,,0,0,1,0.04
246,20,4,1,2007,1,0,0,0,0.2,1,,0,0,1,0.04
247,20,4,1,2007,1,0,0,0,0.2,1,,0,0,1,0.04
248,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
249,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
250,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
251,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
252,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
253,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
254,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
255,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
256,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
257,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
258,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
259,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
260,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
261,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
262,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
263,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
264,20,7,0,2007,1,0,0,0,0.35,1,,0,0,1,0.07
265,20,8,1,2007,1,0,0,0,0.4,1,,0,0,1,0.08
266,20,8,1,2007,1,0,0,0,0.4,1,,0,0,1,0.08
267,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
268,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
269,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
270,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
271,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
272,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
273,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
274,20,1,0,2007,1,0,0,0,0.05,1,,0,0,1,0.01
275,20,1,0,2007,1,0,0,0,0.05,1,,0,0,1,0.01
276,20,1,0,2007,1,0,0,0,0.05,1,,0,0,1,0.01
277,20,1,0,2007,1,0,0,0,0.05,1,,0,0,1,0.01
278,20,1,0,2007,1,0,0,0,0.05,1,,0,0,1,0.01
279,20,1,1,2007,1,0,0,0,0.05,1,,0,0,1,0.01
280,20,1,1,2007,1,0,0,0,0.05,1,,0,0,1,0.01
281,20,1,1,2007,1,0,0,0,0.05,1,,0,0,1,0.01
282,20,1,1,2007,1,0,0,0,0.05,1,,0,0,1,0.01
283,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
284,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
285,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
286,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
287,20,2,0,2007,1,0,0,0,0.1,1,,0,0,1,0.02
288,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
289,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
290,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
291,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
292,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
293,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
294,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
295,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
296,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
297,20,2,1,2007,1,0,0,0,0.1,1,,0,0,1,0.02
298,20,3,0,2007,1,0,0,0,0.15,1,,0,0,1,0.03
299,20,3,0,2007,1,0,0,0,0.15,1,,0,0,1,0.03
300,20,3,0,2007,1,0,0,0,0.15,1,,0,0,1,0.03
301,20,3,1,2007,1,0,0,0,0.15,1,,0,0,1,0.03
302,20,3,1,2007,1,0,0,0,0.15,1,,0,0,1,0.03
303,20,4,0,2007,1,0,0,0,0.2,1,,0,0,1,0.04
304,20,4,1,2007,1,0,0,0,0.2,1,,0,0,1,0.04
305,20,4,1,2007,1,0,0,0,0.2,1,,0,0,1,0.04
306,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
307,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
308,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
309,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
310,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
311,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
312,20,5,0,2007,1,0,0,0,0.25,1,,0,0,1,0.05
313,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
314,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
315,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
316,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
317,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
318,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
319,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
320,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
321,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
322,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
323,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
324,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
325,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
326,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
327,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
328,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
329,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
330,20,5,1,2007,1,0,0,0,0.25,1,,0,0,1,0.05
331,20,7,1,2007,1,0,0,0,0.35,1,,0,0,1,0.07
332,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
333,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
334,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
335,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
336,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
337,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
338,20,10,1,2007,1,0,0,0,0.5,1,,0,0,1,0.1
339,20,15,0,2007,1,0,0,0,0.75,1,,0,0,1,0.15
340,20,19,1,2007,1,0,0,0,0.95,1,,0,0,1,0.19
341,200,10,0,2007,0,1,0,0,0.05,0,,0,0,1,0.1
342,200,10,0,2007,0,1,0,0,0.05,0,,0,0,1,0.1
343,200,10,1,2007,0,1,0,0,0.05,0,,0,0,1,0.1
344,200,10,1,2007,0,1,0,0,0.05,0,,0,0,1,0.1
345,200,20,0,2007,0,1,0,0,0.1,0,,0,0,1,0.2
346,200,20,1,2007,0,1,0,0,0.1,0,,0,0,1,0.2
347,200,20,1,2007,0,1,0,0,0.1,0,,0,0,1,0.2
348,200,20,1,2007,0,1,0,0,0.1,0,,0,0,1,0.2
349,200,20,1,2007,0,1,0,0,0.1,0,,0,0,1,0.2
350,200,20,1,2007,0,1,0,0,0.1,0,,0,0,1,0.2
351,200,30,0,2007,0,1,0,0,0.15,0,,0,0,1,0.3
352,200,30,1,2007,0,1,0,0,0.15,0,,0,0,1,0.3
353,200,30,1,2007,0,1,0,0,0.15,0,,0,0,1,0.3
354,200,30,1,2007,0,1,0,0,0.15,0,,0,0,1,0.3
355,200,40,1,2007,0,1,0,0,0.2,0,,0,0,1,0.4
356,200,40,1,2007,0,1,0,0,0.2,0,,0,0,1,0.4
357,200,50,1,2007,0,1,0,0,0.25,0,,0,0,1,0.5
358,200,50,1,2007,0,1,0,0,0.25,0,,0,0,1,0.5
359,200,10,0,2007,0,1,0,0,0.05,1,,0,0,1,0.1
360,200,10,0,2007,0,1,0,0,0.05,1,,0,0,1,0.1
361,200,10,0,2007,0,1,0,0,0.05,1,,0,0,1,0.1
362,200,10,1,2007,0,1,0,0,0.05,1,,0,0,1,0.1
363,200,20,0,2007,0,1,0,0,0.1,1,,0,0,1,0.2
364,200,20,0,2007,0,1,0,0,0.1,1,,0,0,1,0.2
365,200,20,0,2007,0,1,0,0,0.1,1,,0,0,1,0.2
366,200,20,0,2007,0,1,0,0,0.1,1,,0,0,1,0.2
367,200,20,0,2007,0,1,0,0,0.1,1,,0,0,1,0.2
368,200,20,0,2007,0,1,0,0,0.1,1,,0,0,1,0.2
